Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::difference_type __gnu_cxx::operator-<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > const&) [205]
                0.00    0.00       1/1           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_allocate(unsigned long) [210]
                0.00    0.00       1/2           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_deallocate(std::vector<double, std::allocator<double> >*, unsigned long) [178]
-----------------------------------------------
                0.00    0.00       1/1           Euler::Euler(std::vector<double, std::allocator<double> >, double, double, std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>) [91]
[93]     0.0    0.00    0.00       1         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::resize(unsigned long, std::vector<double, std::allocator<double> > const&) [93]
                0.00    0.00       1/1           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, unsigned long, std::vector<double, std::allocator<double> > const&) [92]
                0.00    0.00       2/6           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const [159]
                0.00    0.00       1/1           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::end() [219]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >* std::uninitialized_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [96]
[94]     0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [94]
                0.00    0.00       1/1           void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [95]
                0.00    0.00       1/2           std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [185]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [94]
[95]     0.0    0.00    0.00       1         void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [95]
                0.00    0.00       1/2500004     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [6]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> > const& std::forward<std::vector<double, std::allocator<double> > const&>(std::remove_reference<std::vector<double, std::allocator<double> > const&>::type&) [222]
                0.00    0.00       1/2000007     operator new(unsigned long, void*) [137]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n_a<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > >&) [97]
[96]     0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >* std::uninitialized_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [96]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [94]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, unsigned long, std::vector<double, std::allocator<double> > const&) [92]
[97]     0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n_a<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > >&) [97]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >* std::uninitialized_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [96]
-----------------------------------------------
                0.00    0.00       1/1           Implicit::Implicit(std::vector<double, std::allocator<double> >, double, double, std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>, std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>) [90]
[98]     0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::push_back(double const&) [98]
                0.00    0.00       1/1           void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [99]
                0.00    0.00       1/5000001     std::vector<double, std::allocator<double> >::end() [65]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::push_back(double const&) [98]
[99]     0.0    0.00    0.00       1         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [99]
                0.00    0.00       1/2000001     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [25]
                0.00    0.00       2/4000002     std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [28]
                0.00    0.00       1/2000001     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [53]
                0.00    0.00       1/7500007     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [32]
                0.00    0.00       2/12000004     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [50]
                0.00    0.00       1/3000001     std::vector<double, std::allocator<double> >::begin() [67]
                0.00    0.00       1/11500008     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [36]
                0.00    0.00       2/21000016     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [78]
                0.00    0.00       1/3           double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [175]
                0.00    0.00       1/1           void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [218]
-----------------------------------------------
                0.00    0.00       1/1           Euler::Euler(std::vector<double, std::allocator<double> >, double, double, std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>) [91]
[100]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [100]
                0.00    0.00       1/3500005     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [15]
                0.00    0.00       1/3000002     std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [42]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [112]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[101]    0.0    0.00    0.00       1         Implicit::~Implicit() [101]
                0.00    0.00       1/1           Euler::~Euler() [102]
                0.00    0.00       1/9500007     std::vector<double, std::allocator<double> >::~vector() [12]
                0.00    0.00       1/5           std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>::~function() [165]
-----------------------------------------------
                0.00    0.00       1/1           Implicit::~Implicit() [101]
[102]    0.0    0.00    0.00       1         Euler::~Euler() [102]
                0.00    0.00       1/9500007     std::vector<double, std::allocator<double> >::~vector() [12]
                0.00    0.00       1/1           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [108]
                0.00    0.00       1/5           std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>::~function() [165]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [104]
[103]    0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [103]
                0.00    0.00       1/1           void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [106]
                0.00    0.00       1/2           std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [185]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [105]
[104]    0.0    0.00    0.00       2         void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [104]
                0.00    0.00       2/2           void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [103]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [108]
                0.00    0.00       1/2           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, unsigned long, std::vector<double, std::allocator<double> > const&) [92]
[105]    0.0    0.00    0.00       2         void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [105]
                0.00    0.00       2/2           void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [104]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [103]
[106]    0.0    0.00    0.00       1         void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [106]
                0.00    0.00       1/9500007     std::vector<double, std::allocator<double> >::~vector() [12]
-----------------------------------------------
                0.00    0.00       2/2           Implicit::Implicit(std::vector<double, std::allocator<double> >, double, double, std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>, std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>) [90]
[107]    0.0    0.00    0.00       2         bool __gnu_cxx::operator!=<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [107]
                0.00    0.00       4/5000012     __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [70]
-----------------------------------------------
                0.00    0.00       1/1           Euler::~Euler() [102]
[108]    0.0    0.00    0.00       1         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [108]
                0.00    0.00       1/2           void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [105]
                0.00    0.00       1/5           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator() [161]
                0.00    0.00       1/1           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~_Vector_base() [215]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_check_len(unsigned long, char const*) const [111]
[109]    0.0    0.00    0.00       2         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::max_size() const [109]
                0.00    0.00       2/2           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_S_max_size(std::allocator<std::vector<double, std::allocator<double> > > const&) [110]
                0.00    0.00       2/2           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator() const [177]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::max_size() const [109]
[110]    0.0    0.00    0.00       2         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_S_max_size(std::allocator<std::vector<double, std::allocator<double> > > const&) [110]
                0.00    0.00       2/7000006     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [63]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::max_size(std::allocator<std::vector<double, std::allocator<double> > > const&) [182]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, unsigned long, std::vector<double, std::allocator<double> > const&) [92]
[111]    0.0    0.00    0.00       1         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_check_len(unsigned long, char const*) const [111]
                0.00    0.00       2/2           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::max_size() const [109]
                0.00    0.00       4/6           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const [159]
                0.00    0.00       1/2000002     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [141]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [100]
[112]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [112]
                0.00    0.00       1/1           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [115]
                0.00    0.00       1/21000016     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [78]
-----------------------------------------------
                0.00    0.00       1/1           double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [114]
[113]    0.0    0.00    0.00       1         double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [113]
                0.00    0.00       1/1000001     double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [86]
-----------------------------------------------
                0.00    0.00       1/1           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [115]
[114]    0.0    0.00    0.00       1         double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [114]
                0.00    0.00       1/1           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [113]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [112]
[115]    0.0    0.00    0.00       1         double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [115]
                0.00    0.00       1/1           double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [114]
-----------------------------------------------
                0.00    0.00 18000015/18000015     std::allocator<double>::~allocator() [57]
[122]    0.0    0.00    0.00 18000015         __gnu_cxx::new_allocator<double>::~new_allocator() [122]
-----------------------------------------------
                0.00    0.00 1000001/17500012     double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [86]
                0.00    0.00 2000001/17500012     double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [43]
                0.00    0.00 2500004/17500012     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [22]
                0.00    0.00 12000006/17500012     double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [49]
[123]    0.0    0.00    0.00 17500012         double* std::__niter_base<double*>(double*) [123]
-----------------------------------------------
                0.00    0.00 7000004/14500011     std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [127]
                0.00    0.00 7500007/14500011     __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [37]
[124]    0.0    0.00    0.00 14500011         __gnu_cxx::new_allocator<double>::max_size() const [124]
-----------------------------------------------
                0.00    0.00 2000000/10000002     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator-(long) const [68]
                0.00    0.00 3000001/10000002     std::vector<double, std::allocator<double> >::begin() [67]
                0.00    0.00 5000001/10000002     std::vector<double, std::allocator<double> >::end() [65]
[125]    0.0    0.00    0.00 10000002         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [125]
-----------------------------------------------
                0.00    0.00 2000000/8000000     double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [7]
                0.00    0.00 2000000/8000000     void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [149]
                0.00    0.00 2000000/8000000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [9]
                0.00    0.00 2000000/8000000     void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [147]
[126]    0.0    0.00    0.00 8000000         double&& std::forward<double>(std::remove_reference<double>::type&) [126]
-----------------------------------------------
                0.00    0.00 7000004/7000004     std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [41]
[127]    0.0    0.00    0.00 7000004         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [127]
                0.00    0.00 7000004/14500011     __gnu_cxx::new_allocator<double>::max_size() const [124]
-----------------------------------------------
                0.00    0.00 2500004/6500006     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [6]
                0.00    0.00 4000002/6500006     std::vector<double, std::allocator<double> >::max_size() const [52]
[128]    0.0    0.00    0.00 6500006         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [128]
-----------------------------------------------
                0.00    0.00 5000003/5000003     std::allocator<double>::allocator() [130]
[129]    0.0    0.00    0.00 5000003         __gnu_cxx::new_allocator<double>::new_allocator() [129]
-----------------------------------------------
                0.00    0.00       1/5000003     main [1]
                0.00    0.00       1/5000003     Euler::Euler(std::vector<double, std::allocator<double> >, double, double, std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>) [91]
                0.00    0.00 1000000/5000003     Dahlquist(std::vector<double, std::allocator<double> >) [19]
                0.00    0.00 1000000/5000003     Diff_Dahlquist(std::vector<double, std::allocator<double> >) [20]
                0.00    0.00 1000000/5000003     Implicit::newton() [3]
                0.00    0.00 2000001/5000003     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [82]
[130]    0.0    0.00    0.00 5000003         std::allocator<double>::allocator() [130]
                0.00    0.00 5000003/5000003     __gnu_cxx::new_allocator<double>::new_allocator() [129]
-----------------------------------------------
                0.00    0.00 2000001/4000002     std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [10]
                0.00    0.00 2000001/4000002     std::initializer_list<double>::end() const [142]
[131]    0.0    0.00    0.00 4000002         std::initializer_list<double>::begin() const [131]
-----------------------------------------------
                0.00    0.00 4000002/4000002     double* std::copy<double const*, double*>(double const*, double const*, double*) [30]
[132]    0.0    0.00    0.00 4000002         double const* std::__miter_base<double const*>(double const*) [132]
-----------------------------------------------
                0.00    0.00 4000002/4000002     double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [49]
[133]    0.0    0.00    0.00 4000002         std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [133]
-----------------------------------------------
                0.00    0.00 4000000/4000000     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::_Vector_base<double, std::allocator<double> >::_Vector_impl&&) [54]
[134]    0.0    0.00    0.00 4000000         std::remove_reference<std::_Vector_base<double, std::allocator<double> >::_Vector_impl&>::type&& std::move<std::_Vector_base<double, std::allocator<double> >::_Vector_impl&>(std::_Vector_base<double, std::allocator<double> >::_Vector_impl&) [134]
-----------------------------------------------
                0.00    0.00 2000000/4000000     std::_Function_handler<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >), std::vector<double, std::allocator<double> > const (*)(std::vector<double, std::allocator<double> >)>::_M_invoke(std::_Any_data const&, std::vector<double, std::allocator<double> >&&) [8]
                0.00    0.00 2000000/4000000     std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>::operator()(std::vector<double, std::allocator<double> >) const [5]
[135]    0.0    0.00    0.00 4000000         std::vector<double, std::allocator<double> >&& std::forward<std::vector<double, std::allocator<double> > >(std::remove_reference<std::vector<double, std::allocator<double> > >::type&) [135]
-----------------------------------------------
                0.00    0.00 1000000/3000000     Implicit::newton() [3]
                0.00    0.00 2000000/3000000     std::vector<double, std::allocator<double> >::back() [56]
[136]    0.0    0.00    0.00 3000000         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [136]
-----------------------------------------------
                0.00    0.00       1/2000007     void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [95]
                0.00    0.00       1/2000007     void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [203]
                0.00    0.00       2/2000007     std::_Function_base::_Base_manager<std::vector<double, std::allocator<double> > const (*)(std::vector<double, std::allocator<double> >)>::_M_init_functor(std::_Any_data&, std::vector<double, std::allocator<double> > const (*&&)(std::vector<double, std::allocator<double> >), std::integral_constant<bool, true>) [180]
                0.00    0.00       3/2000007     std::_Function_base::_Base_manager<std::vector<double, std::allocator<double> > const (*)(std::vector<double, std::allocator<double> >)>::_M_clone(std::_Any_data&, std::_Any_data const&, std::integral_constant<bool, true>) [173]
                0.00    0.00 2000000/2000007     void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [147]
[137]    0.0    0.00    0.00 2000007         operator new(unsigned long, void*) [137]
-----------------------------------------------
                0.00    0.00       3/2000003     std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>::operator bool() const [172]
                0.00    0.00 2000000/2000003     std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>::operator()(std::vector<double, std::allocator<double> >) const [5]
[138]    0.0    0.00    0.00 2000003         std::_Function_base::_M_empty() const [138]
-----------------------------------------------
                0.00    0.00 2000003/2000003     std::vector<double, std::allocator<double> > const (* const&std::_Any_data::_M_access<std::vector<double, std::allocator<double> > const (*)(std::vector<double, std::allocator<double> >)>() const)(std::vector<double, std::allocator<double> >) [140]
[139]    0.0    0.00    0.00 2000003         std::_Any_data::_M_access() const [139]
-----------------------------------------------
                0.00    0.00       3/2000003     std::_Function_base::_Base_manager<std::vector<double, std::allocator<double> > const (*)(std::vector<double, std::allocator<double> >)>::_M_clone(std::_Any_data&, std::_Any_data const&, std::integral_constant<bool, true>) [173]
                0.00    0.00 2000000/2000003     std::_Function_base::_Base_manager<std::vector<double, std::allocator<double> > const (*)(std::vector<double, std::allocator<double> >)>::_M_get_pointer(std::_Any_data const&) [148]
[140]    0.0    0.00    0.00 2000003         std::vector<double, std::allocator<double> > const (* const&std::_Any_data::_M_access<std::vector<double, std::allocator<double> > const (*)(std::vector<double, std::allocator<double> >)>() const)(std::vector<double, std::allocator<double> >) [140]
                0.00    0.00 2000003/2000003     std::_Any_data::_M_access() const [139]
-----------------------------------------------
                0.00    0.00       1/2000002     std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_check_len(unsigned long, char const*) const [111]
                0.00    0.00 2000001/2000002     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [25]
[141]    0.0    0.00    0.00 2000002         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [141]
-----------------------------------------------
                0.00    0.00 2000001/2000001     std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [10]
[142]    0.0    0.00    0.00 2000001         std::initializer_list<double>::end() const [142]
                0.00    0.00 2000001/4000002     std::initializer_list<double>::begin() const [131]
                0.00    0.00 2000001/2000001     std::initializer_list<double>::size() const [143]
-----------------------------------------------
                0.00    0.00 2000001/2000001     std::initializer_list<double>::end() const [142]
[143]    0.0    0.00    0.00 2000001         std::initializer_list<double>::size() const [143]
-----------------------------------------------
                0.00    0.00 2000001/2000001     std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*) [146]
[144]    0.0    0.00    0.00 2000001         std::iterator_traits<double const*>::difference_type std::__distance<double const*>(double const*, double const*, std::random_access_iterator_tag) [144]
-----------------------------------------------
                0.00    0.00 2000001/2000001     std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*) [146]
[145]    0.0    0.00    0.00 2000001         std::iterator_traits<double const*>::iterator_category std::__iterator_category<double const*>(double const* const&) [145]
-----------------------------------------------
