Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.04 4000000/4000002     std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [28]
                0.01    0.01 2000000/2000001     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [53]
                0.00    0.01 2000000/7500007     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [32]
                0.01    0.00 4000000/12000004     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [50]
                0.01    0.00 2000000/3000001     std::vector<double, std::allocator<double> >::begin() [67]
                0.00    0.00 2000000/11500008     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [36]
                0.00    0.00 4000000/21000016     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [78]
                0.00    0.00 2000000/8000000     double&& std::forward<double>(std::remove_reference<double>::type&) [126]
                0.00    0.00 2000000/2000000     void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [149]
-----------------------------------------------
                0.00    0.00       1/2000001     main [1]
                0.01    0.06 1000000/2000001     Dahlquist(std::vector<double, std::allocator<double> >) [19]
                0.01    0.06 1000000/2000001     Diff_Dahlquist(std::vector<double, std::allocator<double> >) [20]
[10]    16.9    0.01    0.12 2000001         std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [10]
                0.02    0.09 2000001/2000001     void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [11]
                0.00    0.01 2000001/2000001     std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [73]
                0.00    0.00 2000001/2000001     std::initializer_list<double>::end() const [142]
                0.00    0.00 2000001/4000002     std::initializer_list<double>::begin() const [131]
-----------------------------------------------
                0.02    0.09 2000001/2000001     std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [10]
[11]    14.4    0.02    0.09 2000001         void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [11]
                0.01    0.05 2000001/2000001     double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [21]
                0.00    0.02 2000001/3000002     std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [42]
                0.00    0.01 2000001/7500007     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [32]
                0.00    0.00 4000002/21000016     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [78]
                0.00    0.00 2000001/2000001     std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*) [146]
-----------------------------------------------
                0.00    0.00       1/9500007     Euler::~Euler() [102]
                0.00    0.00       1/9500007     Implicit::~Implicit() [101]
                0.00    0.00       1/9500007     void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [106]
                0.00    0.00       1/9500007     Euler::Euler(std::vector<double, std::allocator<double> >, double, double, std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>) [91]
                0.00    0.00       1/9500007     Implicit::Implicit(std::vector<double, std::allocator<double> >, double, double, std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>, std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>) [90]
                0.00    0.00       2/9500007     main [1]
                0.00    0.01  500000/9500007     Implicit::solve() [2]
                0.00    0.02 2000000/9500007     std::_Function_handler<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >), std::vector<double, std::allocator<double> > const (*)(std::vector<double, std::allocator<double> >)>::_M_invoke(std::_Any_data const&, std::vector<double, std::allocator<double> >&&) [8]
                0.00    0.07 7000000/9500007     Implicit::newton() [3]
[12]    13.2    0.00    0.10 9500007         std::vector<double, std::allocator<double> >::~vector() [12]
                0.00    0.07 9500007/9500007     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [18]
                0.02    0.01 9500007/9500007     void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [46]
                0.00    0.00 9500007/21000016     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [78]
-----------------------------------------------
                0.02    0.07 2500004/2500004     double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [14]
[13]    12.3    0.02    0.07 2500004         double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [13]
                0.00    0.07 2500004/2500004     double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [16]
-----------------------------------------------
                0.00    0.09 2500004/2500004     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [6]
[14]    12.3    0.00    0.09 2500004         double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [14]
                0.02    0.07 2500004/2500004     double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [13]
-----------------------------------------------
                0.00    0.00       1/3500005     std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [100]
                0.01    0.01 1000000/3500005     std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [33]
                0.01    0.04 2500004/3500005     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [6]
[15]     9.7    0.02    0.05 3500005         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [15]
                0.02    0.02 3500005/3500005     std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [31]
                0.00    0.02 3500005/5500006     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [47]
-----------------------------------------------
                0.00    0.07 2500004/2500004     double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [13]
[16]     9.6    0.00    0.07 2500004         double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [16]
                0.01    0.06 2500004/2500004     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [17]
-----------------------------------------------
                0.01    0.06 2500004/2500004     double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [16]
[17]     9.6    0.01    0.06 2500004         double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [17]
                0.01    0.04 2500004/2500004     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [22]
                0.01    0.00 5000008/5000008     __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [72]
-----------------------------------------------
                0.00    0.07 9500007/9500007     std::vector<double, std::allocator<double> >::~vector() [12]
[18]     9.5    0.00    0.07 9500007         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [18]
                0.04    0.01 9500007/9500007     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [26]
                0.02    0.01 9500007/11500008     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [36]
-----------------------------------------------
                0.00    0.07 1000000/1000000     std::_Function_handler<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >), std::vector<double, std::allocator<double> > const (*)(std::vector<double, std::allocator<double> >)>::_M_invoke(std::_Any_data const&, std::vector<double, std::allocator<double> >&&) [8]
[19]     9.0    0.00    0.07 1000000         Dahlquist(std::vector<double, std::allocator<double> >) [19]
                0.01    0.06 1000000/2000001     std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [10]
                0.00    0.00 2000000/18000001     std::vector<double, std::allocator<double> >::operator[](unsigned long) [34]
                0.00    0.00 1000000/18000015     std::allocator<double>::~allocator() [57]
                0.00    0.00 1000000/5000003     std::allocator<double>::allocator() [130]
-----------------------------------------------
                0.00    0.06 1000000/1000000     std::_Function_handler<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >), std::vector<double, std::allocator<double> > const (*)(std::vector<double, std::allocator<double> >)>::_M_invoke(std::_Any_data const&, std::vector<double, std::allocator<double> >&&) [8]
[20]     8.8    0.00    0.06 1000000         Diff_Dahlquist(std::vector<double, std::allocator<double> >) [20]
                0.01    0.06 1000000/2000001     std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [10]
                0.00    0.00 1000000/18000001     std::vector<double, std::allocator<double> >::operator[](unsigned long) [34]
                0.00    0.00 1000000/18000015     std::allocator<double>::~allocator() [57]
                0.00    0.00 1000000/5000003     std::allocator<double>::allocator() [130]
-----------------------------------------------
                0.01    0.05 2000001/2000001     void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [11]
[21]     7.7    0.01    0.05 2000001         double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [21]
                0.00    0.05 2000001/2000001     double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*) [24]
-----------------------------------------------
                0.01    0.04 2500004/2500004     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [17]
[22]     6.9    0.01    0.04 2500004         double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [22]
                0.01    0.01 5000008/5000008     double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [51]
                0.00    0.02 2500004/4500005     double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [40]
                0.00    0.00 2500004/5500006     double* std::__niter_wrap<double*>(double* const&, double*) [64]
                0.00    0.00 2500004/17500012     double* std::__niter_base<double*>(double*) [123]
-----------------------------------------------
                0.01    0.04 2000001/2000001     double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*) [24]
[23]     6.3    0.01    0.04 2000001         double* std::__uninitialized_copy<true>::__uninit_copy<double const*, double*>(double const*, double const*, double*) [23]
                0.01    0.03 2000001/2000001     double* std::copy<double const*, double*>(double const*, double const*, double*) [30]
-----------------------------------------------
                0.00    0.05 2000001/2000001     double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [21]
[24]     6.3    0.00    0.05 2000001         double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*) [24]
                0.01    0.04 2000001/2000001     double* std::__uninitialized_copy<true>::__uninit_copy<double const*, double*>(double const*, double const*, double*) [23]
-----------------------------------------------
                0.00    0.00       1/2000001     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [99]
                0.01    0.04 2000000/2000001     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [9]
[25]     6.2    0.01    0.04 2000001         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [25]
                0.02    0.00 8000004/13000011     std::vector<double, std::allocator<double> >::size() const [35]
                0.00    0.02 4000002/4000002     std::vector<double, std::allocator<double> >::max_size() const [52]
                0.00    0.00 2000001/2000002     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [141]
-----------------------------------------------
                0.04    0.01 9500007/9500007     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [18]
[26]     6.1    0.04    0.01 9500007         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [26]
                0.01    0.00 9500007/18000015     std::allocator<double>::~allocator() [57]
-----------------------------------------------
                0.00    0.00 2000000/13000012     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::_Vector_base<double, std::allocator<double> >::_Vector_impl&&) [54]
                0.00    0.00 2500004/13000012     std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [75]
                0.00    0.00 3000002/13000012     std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [42]
                0.01    0.01 5500006/13000012     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [47]
[27]     5.4    0.02    0.02 13000012         std::allocator<double>::allocator(std::allocator<double> const&) [27]
                0.02    0.00 13000012/13000012     __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [48]
-----------------------------------------------
                0.00    0.00       2/4000002     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [99]
                0.00    0.04 4000000/4000002     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [9]
[28]     5.4    0.00    0.04 4000002         std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [28]
                0.02    0.02 4000002/4000002     std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [29]
-----------------------------------------------
                0.02    0.02 4000002/4000002     std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [28]
[29]     5.4    0.02    0.02 4000002         std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [29]
                0.02    0.00 4000002/4000002     double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [49]
-----------------------------------------------
                0.01    0.03 2000001/2000001     double* std::__uninitialized_copy<true>::__uninit_copy<double const*, double*>(double const*, double const*, double*) [23]
[30]     5.0    0.01    0.03 2000001         double* std::copy<double const*, double*>(double const*, double const*, double*) [30]
                0.00    0.03 2000001/2000001     double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [43]
                0.00    0.00 4000002/4000002     double const* std::__miter_base<double const*>(double const*) [132]
-----------------------------------------------
                0.02    0.02 3500005/3500005     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [15]
[31]     4.9    0.02    0.02 3500005         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [31]
                0.00    0.01 3500005/7500007     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [32]
-----------------------------------------------
                0.00    0.00       1/7500007     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [99]
                0.00    0.01 2000000/7500007     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [9]
                0.00    0.01 2000001/7500007     void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [11]
                0.00    0.01 3500005/7500007     std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [31]
[32]     4.7    0.01    0.03 7500007         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [32]
                0.00    0.03 7500007/7500007     std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [38]
-----------------------------------------------
                0.00    0.03 1000000/1000000     Implicit::newton() [3]
[33]     4.3    0.00    0.03 1000000         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [33]
                0.01    0.01 1000000/3500005     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [15]
                0.00    0.01 1000000/3000002     std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [42]
                0.00    0.00 1000000/1000000     std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [85]
-----------------------------------------------
                0.00    0.00 1000000/18000001     Diff_Dahlquist(std::vector<double, std::allocator<double> >) [20]
                0.00    0.00 2000000/18000001     Dahlquist(std::vector<double, std::allocator<double> >) [19]
                0.00    0.00 2000001/18000001     Implicit::solve() [2]
                0.02    0.00 13000000/18000001     Implicit::newton() [3]
[34]     4.1    0.03    0.00 18000001         std::vector<double, std::allocator<double> >::operator[](unsigned long) [34]
-----------------------------------------------
                0.00    0.00       1/13000011     Euler::Euler(std::vector<double, std::allocator<double> >, double, double, std::function<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >)>) [91]
                0.00    0.00  500000/13000011     Implicit::newton() [3]
                0.00    0.00 2000002/13000011     Implicit::solve() [2]
                0.01    0.00 2500004/13000011     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [6]
                0.02    0.00 8000004/13000011     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [25]
[35]     4.1    0.03    0.00 13000011         std::vector<double, std::allocator<double> >::size() const [35]
-----------------------------------------------
                0.00    0.00       1/11500008     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [99]
                0.00    0.00 2000000/11500008     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [9]
                0.02    0.01 9500007/11500008     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [18]
[36]     4.1    0.02    0.01 11500008         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [36]
                0.00    0.01 7500007/7500007     std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [62]
-----------------------------------------------
                0.03    0.00 7500007/7500007     std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [38]
[37]     4.1    0.03    0.00 7500007         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [37]
                0.00    0.00 7500007/14500011     __gnu_cxx::new_allocator<double>::max_size() const [124]
-----------------------------------------------
                0.00    0.03 7500007/7500007     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [32]
[38]     4.1    0.00    0.03 7500007         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [38]
                0.03    0.00 7500007/7500007     __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [37]
-----------------------------------------------
                0.03    0.00 4500005/4500005     double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [40]
[39]     4.1    0.03    0.00 4500005         double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [39]
-----------------------------------------------
                0.00    0.01 2000001/4500005     double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [43]
                0.00    0.02 2500004/4500005     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [22]
[40]     4.1    0.00    0.03 4500005         double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [40]
                0.03    0.00 4500005/4500005     double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [39]
-----------------------------------------------
                0.01    0.00 3000002/7000004     std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [42]
                0.01    0.01 4000002/7000004     std::vector<double, std::allocator<double> >::max_size() const [52]
[41]     4.1    0.02    0.01 7000004         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [41]
                0.01    0.00 7000004/7000006     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [63]
                0.00    0.00 7000004/7000004     std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [127]
-----------------------------------------------
                0.00    0.00       1/3000002     std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [100]
                0.00    0.01 1000000/3000002     std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [33]
                0.00    0.02 2000001/3000002     void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [11]
[42]     3.9    0.01    0.02 3000002         std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [42]
                0.01    0.00 3000002/7000004     std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [41]
                0.00    0.00 3000002/13000012     std::allocator<double>::allocator(std::allocator<double> const&) [27]
                0.00    0.00 3000002/18000015     std::allocator<double>::~allocator() [57]
-----------------------------------------------
                0.00    0.03 2000001/2000001     double* std::copy<double const*, double*>(double const*, double const*, double*) [30]
[43]     3.6    0.00    0.03 2000001         double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [43]
                0.00    0.01 2000001/4500005     double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [40]
                0.01    0.00 4000002/4000002     double const* std::__niter_base<double const*>(double const*) [66]
                0.00    0.00 2000001/5500006     double* std::__niter_wrap<double*>(double* const&, double*) [64]
                0.00    0.00 2000001/17500012     double* std::__niter_base<double*>(double*) [123]
-----------------------------------------------
                0.01    0.02 2000000/2000000     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> >&&) [45]
[44]     3.5    0.01    0.02 2000000         std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::_Vector_base<double, std::allocator<double> >&&) [44]
                0.00    0.02 2000000/2000000     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::_Vector_base<double, std::allocator<double> >::_Vector_impl&&) [54]
-----------------------------------------------
                0.00    0.03 2000000/2000000     std::_Function_handler<std::vector<double, std::allocator<double> > (std::vector<double, std::allocator<double> >), std::vector<double, std::allocator<double> > const (*)(std::vector<double, std::allocator<double> >)>::_M_invoke(std::_Any_data const&, std::vector<double, std::allocator<double> >&&) [8]
[45]     3.5    0.00    0.03 2000000         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> >&&) [45]
                0.01    0.02 2000000/2000000     std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::_Vector_base<double, std::allocator<double> >&&) [44]
-----------------------------------------------
                0.02    0.01 9500007/9500007     std::vector<double, std::allocator<double> >::~vector() [12]
[46]     3.4    0.02    0.01 9500007         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [46]
                0.00    0.01 9500007/9500007     void std::_Destroy<double*>(double*, double*) [59]
-----------------------------------------------
                0.00    0.01 2000001/5500006     std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [73]
                0.00    0.02 3500005/5500006     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [15]
[47]     3.3    0.00    0.02 5500006         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [47]
                0.01    0.01 5500006/13000012     std::allocator<double>::allocator(std::allocator<double> const&) [27]
                0.01    0.00 5500006/7500007     std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [61]
-----------------------------------------------
                0.02    0.00 13000012/13000012     std::allocator<double>::allocator(std::allocator<double> const&) [27]
[48]     2.7    0.02    0.00 13000012         __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [48]
-----------------------------------------------
                0.02    0.00 4000002/4000002     std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [29]
[49]     2.7    0.02    0.00 4000002         double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [49]
                0.00    0.00 12000006/17500012     double* std::__niter_base<double*>(double*) [123]
                0.00    0.00 4000002/4000002     std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [133]
-----------------------------------------------
                0.00    0.00       2/12000004     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [99]
                0.00    0.00 2000000/12000004     bool __gnu_cxx::operator==<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [80]
